127.0.0.1 - - [26/Aug/2024:09:47:05 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:27:48 +0900] "GET /jQuery/img/btn.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:27:49 +0900] "GET /jQuery/img/btn_over.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:28:37 +0900] "GET /jQuery/06_jQueryDOM/exam03.html HTTP/1.1" 200 2029
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:28:43 +0900] "GET /jQuery/06_jQueryDOM/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:28:46 +0900] "GET /jQuery/06_jQueryDOM/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:28:47 +0900] "GET /jQuery/06_jQueryDOM/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:28:47 +0900] "GET /jQuery/06_jQueryDOM/exam03.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:29:12 +0900] "GET /jQuery/06_jQueryDOM/exam03.html HTTP/1.1" 200 2032
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:29:27 +0900] "GET /jQuery/06_jQueryDOM/exam03.html HTTP/1.1" 200 2066
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:29:27 +0900] "GET /jQuery/img/btn.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:29:28 +0900] "GET /jQuery/img/btn_over.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:31:54 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 479
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:33:18 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 755
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:37:31 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1446
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:37:31 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 200 2501
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:38:55 +0900] "GET /jQuery/txt/html5.txt HTTP/1.1" 200 527
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:25 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:26 +0900] "GET /jQuery/img/background-selected.jpg HTTP/1.1" 200 4195
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:37 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:37 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:38 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:38 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:38 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:38 +0900] "GET /jQuery/txt/bootstrap.txt HTTP/1.1" 200 1234
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:47 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1546
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:47 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:47 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:47 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:39:48 +0900] "GET /jQuery/img/background-selected.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:53 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1743
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:53 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:53 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:53 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:53 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:53 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:54 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:55 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:43:55 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:44:34 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1753
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:44:34 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:44:35 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:44:35 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:44:51 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1757
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:44:52 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:44:55 +0900] "GET /jQuery/txt/jquery.txt HTTP/1.1" 200 1186
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:45:51 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1767
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:45:51 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:45:51 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:45:51 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:52:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 2076
0:0:0:0:0:0:0:1 - - [26/Aug/2024:14:52:06 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:03:23 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 2112
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:03:23 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:03:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:03:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:03:24 +0900] "GET /jQuery/img/background-selected.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:02 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 2120
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:02 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:02 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:08 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:08 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:08 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:08 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:09 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:04:10 +0900] "GET /jQuery/txt/jquery.txt HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:03 +0900] "GET /jQuery/txt/jquery.txt HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:03 +0900] "GET /jQuery/txt/jquery.txt HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:04 +0900] "GET /jQuery/txt/jquery.txt HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:05 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1814
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:05 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:05 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:05 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:05 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1812
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:05:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:06:31 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1803
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:06:31 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:06:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:06:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:06:32 +0900] "GET /jQuery/img/background-selected.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:07:00 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:07:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:07:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:07:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:07:26 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:07:50 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:07:50 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:09:47 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:09:47 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:11:05 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1870
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:11:05 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:11:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:11:06 +0900] "GET /jQuery/img/background-selected.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:11:18 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:11:19 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:11:19 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:13:08 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1872
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:13:08 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:13:09 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:13:14 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:14:18 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1895
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:14:18 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:14:18 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:14:51 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1720
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:14:51 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:14:52 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:15:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1770
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:15:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:16:09 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1789
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:16:09 +0900] "GET /jQuery/img/background-selected.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:16:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1781
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:16:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:16:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:16:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:06 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1768
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:06 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:07 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:07 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:07 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:07 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:08 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:08 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:41 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1776
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:42 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:42 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:55 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1778
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:55 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:56 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:56 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:17:56 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1795
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:27 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1690
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:27 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:28 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:28 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:28 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:32 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:18:33 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:19:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:19:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:19:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:19:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:19:24 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:19:25 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:19:35 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:19:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:20:48 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1643
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:20:48 +0900] "GET /jQuery/img/background-selected.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:20:48 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:20:50 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:20:50 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:20:51 +0900] "GET /jQuery/txt/html5.txt HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:21:13 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1650
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:21:13 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:21:42 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:23:09 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1743
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:24:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1821
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:24:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:24:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:24:16 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:25:10 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:25:11 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:25:11 +0900] "GET /jQuery/img/background-selected.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:25:11 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:25:11 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:25:11 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:26:03 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 200 1910
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:26:03 +0900] "GET /jQuery/img/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:26:03 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Aug/2024:15:26:03 +0900] "GET /jQuery/06_jQueryDOM/exam04.html HTTP/1.1" 304 -
